0.5	1	1	1	1
0.5	1	1	1	1
0.5	1	1	0	0
0.5	1	1	0	0
0.5	1	1	0	0
0.5	1	1	1	1
0.398102476	0	1	0	0
0	0	1	0	0
0.161503754	0	1	0	0
0.338496246	0	1	1	1
0.5	1	1	0	0
0.398102476	0	1	0	0
0.5	1	1	0	0
0.5	1	0	0	0
0.5	1	0	0	0
0.5	1	0	0	0
0.5	1	0	0	0
0.338496246	0	0	0	0
0.5	1	0	0	0
0.5	1	0	0	0
0.5	1	0	0	0
0.236598723	0	1	1	1
0.5	1	1	0	0
0.5	1	0	0	0
0.5	1	0	0	1
0.5	1	0	0	1
0.305692571	0	0	0	0
0.398102476	0	0	0	0
0.338496246	0	0	0	1
0.5	1	1	1	1
0.338496246	0	0	0	0
0.338496246	0	0	0	0
0.5	1	0	0	0
0.5	1	0	0	0
0.398102476	0	0	0	0
0.398102476	0	0	0	0
0.398102476	0	0	0	0
0.161503754	0	0	0	0
0.305692571	0	0	0	0
1	1	1	1	1
0.5	1	0	0	0
0.5	1	1	1	1
0.338496246	0	0	0	0
0.236598723	0	0	0	0
0.398102476	0	1	1	1
0.398102476	0	0	0	1
0.101897524	0	0	0	0
0.398102476	0	0	0	0
0.5	1	0	0	0
0.305692571	0	0	0	0
0.263401277	0	0	0	0
0.5	1	0	0	0
0.398102476	0	0	0	1
0.398102476	0	0	0	0
0.263401277	0	0	0	0
0.5	1	1	1	1
0.5	1	0	0	0
0.5	1	0	0	0
0.338496246	0	0	0	0
0.5	1	0	0	0
0.5	1	0	0	0
0.236598723	0	0	0	0
0.5	1	1	0	0
0.398102476	0	0	0	1
0.5	1	0	0	1
0.338496246	0	0	0	0
0.5	1	0	0	0
0.263401277	0	0	0	0
0.5	1	0	0	0
0.203795047	0	0	0	0
0.305692571	0	0	0	1
0.5	1	0	0	0
0.5	1	0	0	0
0.236598723	0	0	0	0
0.161503754	0	0	0	0
0.5	1	0	0	0
0.161503754	0	0	0	0
0.398102476	0	0	0	0
0.5	1	0	0	0
0.398102476	0	0	0	0
0.398102476	0	0	0	0
0.5	1	1	1	1
0.5	1	0	0	0
0.398102476	0	0	0	1
0.5	1	0	0	0
0.398102476	0	0	0	0
0.5	1	0	0	0
0.338496246	0	0	0	1
0.203795047	0	0	0	1
0.5	1	0	0	0
0.5	1	0	0	1
0.5	1	0	0	0
0.5	1	0	0	0
0.5	1	0	0	0
0.398102476	0	0	0	0
0.398102476	0	0	0	0
0.5	1	0	0	0
0.305692571	0	0	0	0
0.338496246	0	0	0	0
0.5	1	0	0	1
0.263401277	0	0	0	0
0.101897524	0	0	0	0
0.263401277	0	0	0	0
0.338496246	0	0	0	0
0.236598723	0	0	0	1
0.5	1	0	0	0
0.5	1	1	1	1
0.5	1	0	0	0
0.5	1	0	0	0
0.398102476	0	0	0	0
0.898102476	1	1	1	1
0.509487618	0	0	0	0
0.898102476	1	1	0	0
0.838496246	1	0	0	0
0.661503754	0	1	0	0
1	1	1	0	1
0.601897524	0	0	0	0
0.55960623	0	0	0	0
1	1	0	0	1
0.898102476	1	0	0	0
1	1	0	0	0
1	1	0	0	0
0.644188817	0	0	0	0
0.601897524	0	0	0	0
0.509487618	0	0	0	0
1	1	0	0	0
0.601897524	0	0	0	0
0.736598723	0	0	0	0
0.796204953	1	0	0	0
0.898102476	1	0	0	0
0.763401277	0	0	0	0
0.805692571	1	0	0	0
0.601897524	0	0	0	0
0.407590094	0	0	0	0
1	1	0	0	0
0.365298801	0	0	0	0
1	1	0	0	0
0.703795047	0	0	0	0
0.703795047	0	0	0	0
1	1	0	0	0
0.542291293	0	0	0	1
1	1	0	0	1
0.838496246	1	0	0	0
0.898102476	1	0	0	0
0.661503754	0	0	0	0
0.338496246	0	0	0	0
1	1	0	0	0
0.542291293	0	0	0	0
1	1	0	0	0
1	1	0	0	0
0.805692571	1	0	0	0
0.898102476	1	0	0	0
0.703795047	0	0	0	0
0.736598723	0	0	0	0
0.898102476	1	0	0	0
0.805692571	1	0	0	0
0.601897524	0	0	0	0
0.569093848	0	0	0	0
0.703795047	0	0	0	0
0.703795047	0	0	0	0
1	1	0	0	0
0.763401277	0	0	0	0
1	1	0	0	0
1	1	0	0	0
0.736598723	0	0	0	0
0.5	0	0	0	0
0.796204953	1	0	0	0
0.703795047	0	0	0	0
1	1	0	0	0
0.898102476	1	0	0	0
0.805692571	1	0	0	1
0.467196324	0	0	0	0
0.898102476	1	0	0	0
0.542291293	0	0	0	0
1	1	0	0	0
0.542291293	0	0	0	0
0.898102476	1	1	1	1
0.509487618	0	0	0	0
1	1	0	0	0
0.5	0	0	0	0
1	1	0	0	0
0.763401277	0	0	0	0
0.805692571	1	0	0	0
0.805692571	1	0	0	0
1	1	0	0	0
1	1	0	0	0
0.542291293	0	0	0	1
1	1	0	0	1
0.898102476	1	1	1	1
0.805692571	1	0	0	0
0.601897524	0	0	0	0
1	1	0	0	1
1	1	1	0	1
1	1	0	0	1
0.703795047	0	0	0	0
0.703795047	0	0	0	0
1	1	0	0	0
0.672991745	0	0	0	0
0.932068318	1	0	0	0
0.870461714	1	0	0	1
0.672991745	0	0	0	0
0.842267518	1	0	0	0
0.870461714	1	0	0	0
0.469196698	0	0	0	0
0.802530031	1	0	0	1
0.565322576	0	0	0	0
0.824399148	1	0	0	0
0.774335836	0	0	0	0
1	1	0	0	0
0.734598349	0	0	0	0
0.802530031	1	0	0	0
1	1	0	0	1
0.824399148	1	0	0	0
0.598734984	0	0	0	0
0.672991745	0	0	0	0
0.666666667	0	0	0	0
0.842267518	1	0	0	0
0.870461714	1	0	0	1
1	1	0	0	1
0.694860862	0	0	0	0
0.932068318	1	0	0	0
0.802530031	1	0	0	1
0.802530031	1	0	0	1
0.592493575	0	0	0	1
0.820581371	1	0	0	1
0.766343683	1	0	0	0
0.592493575	0	0	0	1
0.741521863	0	0	0	0
0.766343683	1	0	0	1
0	0	1	1	1
0	0	1	0	0
0.430827083	1	1	0	0
0	0	1	0	0
0	0	1	0	0
